subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	order	docpath	path	file	basename	xlsxpath
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	88	Rename	species	Raptor siadenovirus A	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Raptor siadenovirus A' to 'Siadenovirus raptoris' in 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Siadenovirus'	NA	5224	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	89	Rename	species	Skua siadenovirus A	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Skua siadenovirus A' to 'Siadenovirus stercorariidae' in 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Siadenovirus'	NA	5225	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	90	Rename	species	Turkey siadenovirus A	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Turkey siadenovirus A' to 'Siadenovirus gallopavotertii' in 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Siadenovirus'	NA	5226	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	91	Rename	species	Pond slider testadenovirus A	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Pond slider testadenovirus A' to 'Testadenovirus trachemysis' in 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Testadenovirus'	NA	5227	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	92	Create new	species	Barthadenovirus mellis	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarName:eastern spinebill adenovirus 1 ([""]passerine adenovirus 1[""]) (replacing with '')"	NA	0	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	92	Create new	species	Barthadenovirus mellis	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Barthadenovirus;Barthadenovirus mellis'	NA	1268	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	93	Create new	species	Barthadenovirus sternae	INFO	XLSX.QUOTES_REMOVED	XLSX has quote	"exemplarName:common tern adenovirus 1 ([""]tern atadenovirus 1[""]) (replacing with '')"	NA	0	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	93	Create new	species	Barthadenovirus sternae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Barthadenovirus;Barthadenovirus sternae'	NA	1269	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	94	Create new	species	Barthadenovirus bosseptimum	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Barthadenovirus;Barthadenovirus bosseptimum'	NA	1270	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	95	Create new	species	Barthadenovirus caerulei	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Barthadenovirus;Barthadenovirus caerulei'	NA	1271	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	96	Create new	species	Barthadenovirus inornati	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Barthadenovirus;Barthadenovirus inornati'	NA	1272	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	97	Create new	species	Barthadenovirus schwarzi	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Barthadenovirus;Barthadenovirus schwarzi'	NA	1273	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	98	Create new	species	Barthadenovirus macropodidae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Barthadenovirus;Barthadenovirus macropodidae'	NA	1274	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	99	Create new	species	Aviadenovirus bubonis	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Aviadenovirus;Aviadenovirus bubonis'	NA	1275	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	100	Create new	species	Aviadenovirus gruis	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Aviadenovirus;Aviadenovirus gruis'	NA	1276	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	101	Create new	species	Aviadenovirus cairinae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Aviadenovirus;Aviadenovirus cairinae'	NA	1277	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	102	Create new	species	Aviadenovirus anatidae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Aviadenovirus;Aviadenovirus anatidae'	NA	1278	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	103	Create new	species	Aviadenovirus spinus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Aviadenovirus;Aviadenovirus spinus'	NA	1279	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	104	Create new	species	Aviadenovirus turdi	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Aviadenovirus;Aviadenovirus turdi'	NA	1280	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	105	Create new	species	Aviadenovirus podargidae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Aviadenovirus;Aviadenovirus podargidae'	NA	1281	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	106	Create new	species	Mastadenovirus phocoenae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Mastadenovirus phocoenae'	NA	1282	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	107	Create new	species	Mastadenovirus tarandri	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Mastadenovirus tarandri'	NA	1283	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	108	Create new	species	Mastadenovirus chalinolobi	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Mastadenovirus chalinolobi'	NA	1284	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	109	Create new	species	Mastadenovirus lamiae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Mastadenovirus lamiae'	NA	1285	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	110	Create new	species	Mastadenovirus dipodomysis	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Mastadenovirus dipodomysis'	NA	1286	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	111	Create new	species	Siadenovirus cinerei	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Siadenovirus;Siadenovirus cinerei'	NA	1287	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	112	Create new	species	Siadenovirus carbocapituli	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Siadenovirus;Siadenovirus carbocapituli'	NA	1288	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.008D	2023.008D.Adenoviridae_1reng_22ns_86rensp.docx	2023.008D.Adenoviridae_1reng_22ns_86rensp.xlsx	113	Create new	species	Siadenovirus uriae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Siadenovirus;Siadenovirus uriae'	NA	1289	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	5	Create new	genus	Thengelvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rivendellvirales;Naryaviridae;Thengelvirus'	NA	1137	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	6	Create new	genus	Sindarvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rivendellvirales;Naryaviridae;Sindarvirus'	NA	1138	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	7	Create new	genus	Beornivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rivendellvirales;Naryaviridae;Beornivirus'	NA	1139	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	8	Create new	genus	Arkenivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rivendellvirales;Naryaviridae;Arkenivirus'	NA	1140	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	9	Create new	genus	Mirkivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rivendellvirales;Naryaviridae;Mirkivirus'	NA	1141	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	10	Create new	genus	Tirithivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rivendellvirales;Naryaviridae;Tirithivirus'	NA	1142	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	11	Create new	genus	Mallornivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rivendellvirales;Naryaviridae;Mallornivirus'	NA	1143	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	12	Create new	genus	Cirilivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rohanvirales;Nenyaviridae;Cirilivirus'	NA	1144	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	13	Create new	genus	Ulaervirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Vilyaviridae;Ulaervirus'	NA	1145	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	14	Create new	genus	Ancalagonvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Vilyaviridae;Ancalagonvirus'	NA	1146	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	15	Create new	genus	Berenvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Vilyaviridae;Berenvirus'	NA	1147	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	16	Create new	species	Thengelvirus poros	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rivendellvirales;Naryaviridae;Thengelvirus;Thengelvirus poros'	NA	4476	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	17	Create new	species	Thengelvirus dagmor	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rivendellvirales;Naryaviridae;Thengelvirus;Thengelvirus dagmor'	NA	4477	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	18	Create new	species	Sindarvirus narsil	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rivendellvirales;Naryaviridae;Sindarvirus;Sindarvirus narsil'	NA	4478	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	19	Create new	species	Sindarvirus indis	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rivendellvirales;Naryaviridae;Sindarvirus;Sindarvirus indis'	NA	4479	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	20	Create new	species	Beornivirus durin	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rivendellvirales;Naryaviridae;Beornivirus;Beornivirus durin'	NA	4480	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	21	Create new	species	Arkenivirus varda	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rivendellvirales;Naryaviridae;Arkenivirus;Arkenivirus varda'	NA	4481	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	22	Create new	species	Mirkivirus athela	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rivendellvirales;Naryaviridae;Mirkivirus;Mirkivirus athela'	NA	4482	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	23	Create new	species	Tirithivirus golfim	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rivendellvirales;Naryaviridae;Tirithivirus;Tirithivirus golfim'	NA	4483	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	24	Create new	species	Mallornivirus breg	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rivendellvirales;Naryaviridae;Mallornivirus;Mallornivirus breg'	NA	4484	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	25	Create new	species	Cirilivirus boffger	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Rohanvirales;Nenyaviridae;Cirilivirus;Cirilivirus boffger'	NA	4485	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	26	Create new	species	Ulaervirus earendil	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Vilyaviridae;Ulaervirus;Ulaervirus earendil'	NA	4486	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	27	Create new	species	Ormalvirus glaurung	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Vilyaviridae;Ormalvirus;Ormalvirus glaurung'	NA	4487	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	28	Create new	species	Palantirivirus auledhrim	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Vilyaviridae;Palantirivirus;Palantirivirus auledhrim'	NA	4488	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	29	Create new	species	Palantirivirus mirksil	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Vilyaviridae;Palantirivirus;Palantirivirus mirksil'	NA	4489	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	30	Create new	species	Palantirivirus morgothanc	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Vilyaviridae;Palantirivirus;Palantirivirus morgothanc'	NA	4490	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	31	Create new	species	Palantirivirus tuor	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Vilyaviridae;Palantirivirus;Palantirivirus tuor'	NA	4491	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	32	Create new	species	Berenvirus tinuviel	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Vilyaviridae;Berenvirus;Berenvirus tinuviel'	NA	4492	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	33	Create new	species	Ancalagonvirus maedhros	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Vilyaviridae;Ancalagonvirus;Ancalagonvirus maedhros'	NA	4493	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.008F	2023.008F.Arfiviricetes_11ng_19nsp.docx	2023.008F.Arfiviricetes_11ng_19nsp.xlsx	34	Create new	species	Ancalagonvirus eol	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Vilyaviridae;Ancalagonvirus;Ancalagonvirus eol'	NA	4494	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.008M	2023.008M.Cytorhabdovirus_12nsp.docx	2023.008M.Cytorhabdovirus_12nsp.xlsx	5	Create new	species	Cytorhabdovirus ribes	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus ribes'	NA	1726	NA	NA	NA	NA	NA
Animal dsRNA and -ssRNA (M) proposals	2023.008M	2023.008M.Cytorhabdovirus_12nsp.docx	2023.008M.Cytorhabdovirus_12nsp.xlsx	6	Create new	species	Cytorhabdovirus daphnis	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus daphnis'	NA	1727	NA	NA	NA	NA	NA
