Isolate ID	Species Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Genome coverage	Genome	Host source	Accessions Link	Editor Notes	QC_status	QC_taxon_inher_molecule	QC_taxon_change	QC_taxon_proposal
=HYPERLINK("https://ictv.global/id/VMR1002516","VMR1002516")	3803	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Karimacvirus		Karimacvirus starplatinum	=HYPERLINK("https://ictv.global/id/ICTV202010147","ICTV202010147")	E	Streptomyces phage StarPlatinum			MH576965	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH576965","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002517","VMR1002517")	3804	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Karimacvirus		Karimacvirus wofford	=HYPERLINK("https://ictv.global/id/ICTV202010149","ICTV202010149")	E	Streptomyces phage Wollford			MH576968	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH576968","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002518","VMR1002518")	3805	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Karimacvirus		Karimacvirus yaboi	=HYPERLINK("https://ictv.global/id/ICTV202010148","ICTV202010148")	E	Streptomyces phage Yaboi			MH727564	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH727564","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002519","VMR1002519")	3806	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus bmoc	=HYPERLINK("https://ictv.global/id/ICTV202112977","ICTV202112977")	E	Streptomyces phage Bmoc			MT310865	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT310865","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002520","VMR1002520")	3807	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus braelyn	=HYPERLINK("https://ictv.global/id/ICTV202112980","ICTV202112980")	E	Streptomyces phage Braelyn			MN096371	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MN096371","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002521","VMR1002521")	3808	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus daubenski	=HYPERLINK("https://ictv.global/id/ICTV202112976","ICTV202112976")	E	Streptomyces phage Daubenski			MN444876	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MN444876","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002522","VMR1002522")	3809	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus egole	=HYPERLINK("https://ictv.global/id/ICTV202112978","ICTV202112978")	E	Streptomyces phage Egole			MK494112	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK494112","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002523","VMR1002523")	3810	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus evy	=HYPERLINK("https://ictv.global/id/ICTV202112979","ICTV202112979")	E	Streptomyces phage Evy			MK977711	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK977711","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002524","VMR1002524")	3811	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus jay2jay	=HYPERLINK("https://ictv.global/id/ICTV201856783","ICTV201856783")	E	Streptomyces phage Jay2jay			KM652554	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KM652554","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002525","VMR1002525")	3812	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus mildred21	=HYPERLINK("https://ictv.global/id/ICTV201856785","ICTV201856785")	E	Streptomyces phage Mildred21			MF155946	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MF155946","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002526","VMR1002526")	3813	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus nootnoot	=HYPERLINK("https://ictv.global/id/ICTV201856784","ICTV201856784")	E	Streptomyces phage NootNoot			MF347636	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MF347636","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002527","VMR1002527")	3814	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus paradiddles	=HYPERLINK("https://ictv.global/id/ICTV201856782","ICTV201856782")	E	Streptomyces phage Paradiddles			MF347637	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MF347637","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002528","VMR1002528")	3815	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus peebs	=HYPERLINK("https://ictv.global/id/ICTV201856781","ICTV201856781")	E	Streptomyces phage Peebs			MF347638	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MF347638","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002529","VMR1002529")	3816	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus samisti12	=HYPERLINK("https://ictv.global/id/ICTV201856780","ICTV201856780")	E	Streptomyces phage Samisti12			MF347639	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MF347639","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002530","VMR1002530")	3817	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Tomasvirus		Tomasvirus tomas	=HYPERLINK("https://ictv.global/id/ICTV202214931","ICTV202214931")	E	Streptomyces phage Tomas			OL829978	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OL829978","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002531","VMR1002531")	3818	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Loccivirinae	Annadreamyvirus		Annadreamyvirus annadreamy	=HYPERLINK("https://ictv.global/id/ICTV202009262","ICTV202009262")	E	Streptomyces phage Annadreamy			MH536811	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH536811","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002532","VMR1002532")	3819	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Loccivirinae	Annadreamyvirus		Annadreamyvirus blueeyedbeauty	=HYPERLINK("https://ictv.global/id/ICTV202009263","ICTV202009263")	E	Streptomyces phage Blueeyedbeauty			MH536814	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH536814","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002533","VMR1002533")	3820	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Loccivirinae	Faustvirus		Faustvirus faust	=HYPERLINK("https://ictv.global/id/ICTV202214933","ICTV202214933")	E	Streptomyces phage Faust			MT684598	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT684598","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002534","VMR1002534")	3821	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Loccivirinae	Faustvirus		Faustvirus tunatartare	=HYPERLINK("https://ictv.global/id/ICTV202214934","ICTV202214934")	E	Streptomyces phage TunaTartare			MW822145	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MW822145","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002535","VMR1002535")	3822	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Loccivirinae	Gilsonvirus		Gilsonvirus comrade	=HYPERLINK("https://ictv.global/id/ICTV202010042","ICTV202010042")	E	Streptomyces phage Comrade			MH651172	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH651172","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002536","VMR1002536")	3823	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Loccivirinae	Gilsonvirus		Gilsonvirus gilson	=HYPERLINK("https://ictv.global/id/ICTV202010041","ICTV202010041")	E	Streptomyces phage Gilson			MK061412	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK061412","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002537","VMR1002537")	3824	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Loccivirinae	Wakandavirus		Wakandavirus muntaha	=HYPERLINK("https://ictv.global/id/ICTV202214936","ICTV202214936")	E	Streptomyces phage Muntaha			MT024872	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT024872","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002538","VMR1002538")	3825	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Loccivirinae	Wakandavirus		Wakandavirus wakanda	=HYPERLINK("https://ictv.global/id/ICTV202214935","ICTV202214935")	E	Streptomyces phage Wakanda			MT024865	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT024865","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1002539","VMR1002539")	3826	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Stanwilliamsviridae	Loccivirinae	Wilnyevirus		Wilnyevirus billnye	=HYPERLINK("https://ictv.global/id/ICTV201856797","ICTV201856797")	E	Streptomyces phage BillNye			MG757153	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MG757153","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1003089","VMR1003089")	3827	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Suolaviridae		Pormufvirus		Pormufvirus salinum	=HYPERLINK("https://ictv.global/id/ICTV202112173","ICTV202112173")	E	Halorubrum tailed virus 28	HRTV-28		MZ334528	Complete genome	dsDNA	archaea	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MZ334528","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1030441","VMR1030441")	3828	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Tenebraviridae		Caldusvirus		Caldusvirus fisheri	=HYPERLINK("https://ictv.global/id/ICTV202522035","ICTV202522035")	E	Archaeoglobus virus JdFR005	JdFR005		PQ111742	Complete genome	dsDNA	archaea	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/PQ111742","NCBI Nucleotide")			dsDNA	created	=HYPERLINK("https://ictv.global/ictv/proposals/2025.001A.Crust_viruses_6nf.zip","2025.001A.Crust_viruses_6nf.zip")
=HYPERLINK("https://ictv.global/id/VMR1024955","VMR1024955")	3829	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Toyamaviridae		Totsukavirus		Totsukavirus waseda	=HYPERLINK("https://ictv.global/id/ICTV202319389","ICTV202319389")	E	Totsukavirus sp. isolate 2698_63430			OP074812	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP074812","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1024957","VMR1024957")	3830	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Toyamaviridae		Ushigomevirus		Ushigomevirus gakusyuin	=HYPERLINK("https://ictv.global/id/ICTV202319387","ICTV202319387")	E	Ushigomevirus sp. isolate 1319_99498			OP030930	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP030930","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1025265","VMR1025265")	3831	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Toyamaviridae		Wadatovirus		Wadatovirus soudai	=HYPERLINK("https://ictv.global/id/ICTV202319388","ICTV202319388")	E	Wadatovirus sp. isolate 2120_77420			OP072217	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP072217","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1028292","VMR1028292")	3832	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Trautnerviridae	Polsinellivirinae	Rivavirus		Rivavirus rv000TH010	=HYPERLINK("https://ictv.global/id/ICTV202420841","ICTV202420841")	E	Bacillus phage 000TH010			MN176219	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MN176219","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1028976","VMR1028976")	3833	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Trautnerviridae	Polsinellivirinae	Rivavirus		Rivavirus rv049ML001	=HYPERLINK("https://ictv.global/id/ICTV202420842","ICTV202420842")	E	Bacillus phage 049ML001			MN176227	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MN176227","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1029328","VMR1029328")	3834	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Trautnerviridae	Polsinellivirinae	Rivavirus		Rivavirus SPP1	=HYPERLINK("https://ictv.global/id/ICTV202420840","ICTV202420840")	E	Bacillus phage SPP1			X97918	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/X97918","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1028576","VMR1028576")	3835	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Trautnerviridae	Polsinellivirinae	Splendidredvirus		Splendidredvirus ray17	=HYPERLINK("https://ictv.global/id/ICTV202420844","ICTV202420844")	E	Bacillus phage Ray17			MH752385	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH752385","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1029471","VMR1029471")	3836	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Trautnerviridae	Polsinellivirinae	Splendidredvirus		Splendidredvirus splendidred	=HYPERLINK("https://ictv.global/id/ICTV202420843","ICTV202420843")	E	Bacillus phage vB_BspS_SplendidRed			MN013088	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MN013088","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1030191","VMR1030191")	3837	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Trautnerviridae		Prospektnaukivirus		Prospektnaukivirus sam112	=HYPERLINK("https://ictv.global/id/ICTV202420845","ICTV202420845")	E	Bacillus phage vB_BcM_Sam112			MN604230	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MN604230","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1025039","VMR1025039")	3838	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Umezonoviridae		Moriyavirus		Moriyavirus dochi	=HYPERLINK("https://ictv.global/id/ICTV202319454","ICTV202319454")	E	Moriyavirus sp. isolate 3108_57610			OP072523	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP072523","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1025040","VMR1025040")	3839	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Umezonoviridae		Moriyavirus		Moriyavirus gosyo	=HYPERLINK("https://ictv.global/id/ICTV202319455","ICTV202319455")	E	Moriyavirus sp. isolate 3451_82951			OP072636	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP072636","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1025041","VMR1025041")	3840	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Umezonoviridae		Moriyavirus		Moriyavirus koyama	=HYPERLINK("https://ictv.global/id/ICTV202319456","ICTV202319456")	E	Moriyavirus sp. isolate 3465_136698			OP072641	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP072641","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1025042","VMR1025042")	3841	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Umezonoviridae		Moriyavirus		Moriyavirus kubo	=HYPERLINK("https://ictv.global/id/ICTV202319457","ICTV202319457")	E	Moriyavirus sp. isolate 1734_68874			OP031033	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP031033","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1025043","VMR1025043")	3842	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Umezonoviridae		Moriyavirus		Moriyavirus midori	=HYPERLINK("https://ictv.global/id/ICTV202319458","ICTV202319458")	E	Moriyavirus sp. isolate 2131_79603			OP072219	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP072219","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1025044","VMR1025044")	3843	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Umezonoviridae		Moriyavirus		Moriyavirus misono	=HYPERLINK("https://ictv.global/id/ICTV202319463","ICTV202319463")	E	Moriyavirus sp. isolate YS1-2_2434			MK415409	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK415409","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1025045","VMR1025045")	3844	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Umezonoviridae		Moriyavirus		Moriyavirus ogoto	=HYPERLINK("https://ictv.global/id/ICTV202319459","ICTV202319459")	E	Moriyavirus sp. isolate 3885_27504			OP072788	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP072788","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1025046","VMR1025046")	3845	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Umezonoviridae		Moriyavirus		Moriyavirus oki	=HYPERLINK("https://ictv.global/id/ICTV202319460","ICTV202319460")	E	Moriyavirus sp. isolate 2475_2033			OP072320	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP072320","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1025047","VMR1025047")	3846	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Umezonoviridae		Moriyavirus		Moriyavirus yakushi	=HYPERLINK("https://ictv.global/id/ICTV202319461","ICTV202319461")	E	Moriyavirus sp. isolate 1885_91419			OP031074	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP031074","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1025048","VMR1025048")	3847	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Umezonoviridae		Moriyavirus		Moriyavirus yuri	=HYPERLINK("https://ictv.global/id/ICTV202319462","ICTV202319462")	E	Moriyavirus sp. isolate 2686_119000			OP072371	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP072371","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1025000","VMR1025000")	3848	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Umezonoviridae		Namikivirus		Namikivirus ajiki	=HYPERLINK("https://ictv.global/id/ICTV202319409","ICTV202319409")	E	Namikivirus sp. isolate 2995_93294			OP072489	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP072489","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1025001","VMR1025001")	3849	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Umezonoviridae		Namikivirus		Namikivirus akeshi	=HYPERLINK("https://ictv.global/id/ICTV202319410","ICTV202319410")	E	Namikivirus sp. isolate 2991_115465			OP072486	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP072486","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1025002","VMR1025002")	3850	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Umezonoviridae		Namikivirus		Namikivirus bouchi	=HYPERLINK("https://ictv.global/id/ICTV202319411","ICTV202319411")	E	Namikivirus sp. isolate 1593_139927			OP030994	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP030994","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1025003","VMR1025003")	3851	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Umezonoviridae		Namikivirus		Namikivirus furuku	=HYPERLINK("https://ictv.global/id/ICTV202319416","ICTV202319416")	E	Namikivirus sp. isolate 4265_67012			OP072887	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP072887","NCBI Nucleotide")			dsDNA	same	
=HYPERLINK("https://ictv.global/id/VMR1025004","VMR1025004")	3852	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Umezonoviridae		Namikivirus		Namikivirus hakke	=HYPERLINK("https://ictv.global/id/ICTV202319412","ICTV202319412")	E	Namikivirus sp. isolate 2092_72904			OP031127	Complete genome	dsDNA	bacteria	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/OP031127","NCBI Nucleotide")			dsDNA	same	
